code;text;long;starcode;never_main;gender;nonspecific
W2t7c;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel;"Uly mask./verktøy;idrettsanl;Olje/gassutv";;X;;
W2t7d;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon i jordbruk eller skogbruk;"Uly mask./verktøy;idrettsanl;Jord/skogbr";;X;;
W2t7e;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under arbeid med fiske eller fangst;"Uly mask./verktøy;idrettsanl;Fiske/fangst";;X;;
W2t7f;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under arbeid i det militære forsvar;"Uly mask./verktøy;idrettsanl;Forsvar";;X;;
W2t7g;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under arbeid i politi eller fengselsvesen;"Uly mask./verktøy;idrettsanl;Politi/fengsel";;X;;
W2t7h;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under arbeid i annen næring;"Uly mask./verktøy;idrettsanl;Annen næring";;X;;
W2t7i;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under arbeid i ukjent eller ikke spesifisert næring;"Uly mask./verktøy;idrettsanl;Ukj/ikke spes næring";;X;;
W2t7j;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under utdanning;"Uly mask./verktøy;idrettsanl;Utdann";;X;;
W2t7k;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under verneplikt, militærtjeneste eller siviltjeneste;"Uly mask./verktøy;idrettsanl;Verneplikt";;X;;
W2t7m;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste;"Uly mask./verktøy;idrettsanl;Idrett v/utd/vernepl";;X;;
W2t7p;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under annen idrett, sport eller mosjon;"Uly mask./verktøy;idrettsanl;Annen idrett";;X;;
W2t7r;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under annen aktivitet;"Uly mask./verktøy;idrettsanl;Annen aktivitet";;X;;
W2t7y;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i gymnastikksal, idretts- eller sportsanlegg, inne eller ute, også på skole eller institusjon under ukjent aktivitet;"Uly mask./verktøy;idrettsanl;Ukjent aktivitet";;X;;
W2t8a;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i friluft, på hav, sjø eller vann under arbeid i industri, bergverk, olje eller gass;"Uly mask./verktøy;friluftsliv;Industri";;X;;
W2t8b;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i friluft, på hav, sjø eller vann under arbeid i bygg og anlegg;"Uly mask./verktøy;friluftsliv;Bygg/anl";;X;;
W2t8c;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i friluft, på hav, sjø eller vann i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel;"Uly mask./verktøy;friluftsliv;Olje/gassutv";;X;;
W2t8d;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i friluft, på hav, sjø eller vann i jordbruk eller skogbruk;"Uly mask./verktøy;friluftsliv;Jord/skogbr";;X;;
W2t8e;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i friluft, på hav, sjø eller vann under arbeid med fiske eller fangst;"Uly mask./verktøy;friluftsliv;Fiske/fangst";;X;;
W2t8f;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i friluft, på hav, sjø eller vann under arbeid i det militære forsvar;"Uly mask./verktøy;friluftsliv;Forsvar";;X;;
W2t8g;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i friluft, på hav, sjø eller vann under arbeid i politi eller fengselsvesen;"Uly mask./verktøy;friluftsliv;Politi/fengsel";;X;;
W2t8h;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i friluft, på hav, sjø eller vann under arbeid i annen næring;"Uly mask./verktøy;friluftsliv;Annen næring";;X;;
W2t8i;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i friluft, på hav, sjø eller vann under arbeid i ukjent eller ikke spesifisert næring;"Uly mask./verktøy;friluftsliv;Ukj/ikke spes næring";;X;;
W2t8j;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i friluft, på hav, sjø eller vann under utdanning;"Uly mask./verktøy;friluftsliv;Utdann";;X;;
W2t8k;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i friluft, på hav, sjø eller vann under verneplikt, militærtjeneste eller siviltjeneste;"Uly mask./verktøy;friluftsliv;Verneplikt";;X;;
W2t8m;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i friluft, på hav, sjø eller vann under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste;"Uly mask./verktøy;friluftsliv;Idrett v/utd/vernepl";;X;;
W2t8p;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i friluft, på hav, sjø eller vann under annen idrett, sport eller mosjon;"Uly mask./verktøy;friluftsliv;Annen idrett";;X;;
W2t8r;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i friluft, på hav, sjø eller vann under annen aktivitet;"Uly mask./verktøy;friluftsliv;Annen aktivitet";;X;;
W2t8y;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon i friluft, på hav, sjø eller vann under ukjent aktivitet;"Uly mask./verktøy;friluftsliv;Ukjent aktivitet";;X;;
W2t9a;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på annet sted under arbeid i industri, bergverk, olje eller gass;"Uly mask./verktøy;annet sted;Industri";;X;;
W2t9b;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på annet sted under arbeid i bygg og anlegg;"Uly mask./verktøy;annet sted;Bygg/anl";;X;;
W2t9c;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på annet sted i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel;"Uly mask./verktøy;annet sted;Olje/gassutv";;X;;
W2t9d;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på annet sted i jordbruk eller skogbruk;"Uly mask./verktøy;annet sted;Jord/skogbr";;X;;
W2t9e;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på annet sted under arbeid med fiske eller fangst;"Uly mask./verktøy;annet sted;Fiske/fangst";;X;;
W2t9f;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på annet sted under arbeid i det militære forsvar;"Uly mask./verktøy;annet sted;Forsvar";;X;;
W2t9g;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på annet sted under arbeid i politi eller fengselsvesen;"Uly mask./verktøy;annet sted;Politi/fengsel";;X;;
W2t9h;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på annet sted under arbeid i annen næring;"Uly mask./verktøy;annet sted;Annen næring";;X;;
W2t9i;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på annet sted under arbeid i ukjent eller ikke spesifisert næring;"Uly mask./verktøy;annet sted;Ukj/ikke spes næring";;X;;
W2t9j;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på annet sted under utdanning;"Uly mask./verktøy;annet sted;Utdann";;X;;
W2t9k;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på annet sted under verneplikt, militærtjeneste eller siviltjeneste;"Uly mask./verktøy;annet sted;Verneplikt";;X;;
W2t9m;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på annet sted under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste;"Uly mask./verktøy;annet sted;Idrett v/utd/vernepl";;X;;
W2t9p;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på annet sted under annen idrett, sport eller mosjon;"Uly mask./verktøy;annet sted;Annen idrett";;X;;
W2t9r;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på annet sted under annen aktivitet;"Uly mask./verktøy;annet sted;Annen aktivitet";;X;;
W2t9y;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på annet sted under ukjent aktivitet;"Uly mask./verktøy;annet sted;Ukjent aktivitet";;X;;
W2txa;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på ukjent sted under arbeid i industri, bergverk, olje eller gass;"Uly mask./verktøy;ukjent sted;Industri";;X;;
W2txb;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på ukjent sted under arbeid i bygg og anlegg;"Uly mask./verktøy;ukjent sted;Bygg/anl";;X;;
W2txc;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på ukjent sted i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel;"Uly mask./verktøy;ukjent sted;Olje/gassutv";;X;;
W2txd;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på ukjent sted i jordbruk eller skogbruk;"Uly mask./verktøy;ukjent sted;Jord/skogbr";;X;;
W2txe;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på ukjent sted under arbeid med fiske eller fangst;"Uly mask./verktøy;ukjent sted;Fiske/fangst";;X;;
W2txf;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på ukjent sted under arbeid i det militære forsvar;"Uly mask./verktøy;ukjent sted;Forsvar";;X;;
W2txg;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på ukjent sted under arbeid i politi eller fengselsvesen;"Uly mask./verktøy;ukjent sted;Politi/fengsel";;X;;
W2txh;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på ukjent sted under arbeid i annen næring;"Uly mask./verktøy;ukjent sted;Annen næring";;X;;
W2txi;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på ukjent sted under arbeid i ukjent eller ikke spesifisert næring;"Uly mask./verktøy;ukjent sted;Ukj/ikke spes næring";;X;;
W2txj;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på ukjent sted under utdanning;"Uly mask./verktøy;ukjent sted;Utdann";;X;;
W2txk;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på ukjent sted under verneplikt, militærtjeneste eller siviltjeneste;"Uly mask./verktøy;ukjent sted;Verneplikt";;X;;
W2txm;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på ukjent sted under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste;"Uly mask./verktøy;ukjent sted;Idrett v/utd/vernepl";;X;;
W2txp;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på ukjent sted under annen idrett, sport eller mosjon;"Uly mask./verktøy;ukjent sted;Annen idrett";;X;;
W2txr;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på ukjent sted under annen aktivitet;"Uly mask./verktøy;ukjent sted;Annen aktivitet";;X;;
W2txy;Stukket med, skåret, truffet eller klemt av maskin, verktøy, våpen eller eksplosjon på ukjent sted under ukjent aktivitet;"Uly mask./verktøy;ukjent sted;Ukjent aktivitet";;X;;
W4s0a;Ulykke med høytrykksstråle, vibrasjon eller støy i bolig eller boligområde under arbeid i industri, bergverk, olje eller gass;"Uly m/trykk/vibr/støy;bolig;Industri";;X;;
W4s0b;Ulykke med høytrykksstråle, vibrasjon eller støy i bolig eller boligområde under arbeid i bygg og anlegg;"Uly m/trykk/vibr/støy;bolig;Bygg/anl";;X;;
W4s0c;Ulykke med høytrykksstråle, vibrasjon eller støy i bolig eller boligområde i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel;"Uly m/trykk/vibr/støy;bolig;Olje/gassutv";;X;;
W4s0d;Ulykke med høytrykksstråle, vibrasjon eller støy i bolig eller boligområde i jordbruk eller skogbruk;"Uly m/trykk/vibr/støy;bolig;Jord/skogbr";;X;;
W4s0e;Ulykke med høytrykksstråle, vibrasjon eller støy i bolig eller boligområde under arbeid med fiske eller fangst;"Uly m/trykk/vibr/støy;bolig;Fiske/fangst";;X;;
W4s0f;Ulykke med høytrykksstråle, vibrasjon eller støy i bolig eller boligområde under arbeid i det militære forsvar;"Uly m/trykk/vibr/støy;bolig;Forsvar";;X;;
W4s0g;Ulykke med høytrykksstråle, vibrasjon eller støy i bolig eller boligområde under arbeid i politi eller fengselsvesen;"Uly m/trykk/vibr/støy;bolig;Politi/fengsel";;X;;
W4s0h;Ulykke med høytrykksstråle, vibrasjon eller støy i bolig eller boligområde under arbeid i annen næring;"Uly m/trykk/vibr/støy;bolig;Annen næring";;X;;
W4s0i;Ulykke med høytrykksstråle, vibrasjon eller støy i bolig eller boligområde under arbeid i ukjent eller ikke spesifisert næring;"Uly m/trykk/vibr/støy;bolig;Ukj/ikke spes næring";;X;;
W4s0j;Ulykke med høytrykksstråle, vibrasjon eller støy i bolig eller boligområde under utdanning;"Uly m/trykk/vibr/støy;bolig;Utdann";;X;;
W4s0k;Ulykke med høytrykksstråle, vibrasjon eller støy i bolig eller boligområde under verneplikt, militærtjeneste eller siviltjeneste;"Uly m/trykk/vibr/støy;bolig;Verneplikt";;X;;
W4s0m;Ulykke med høytrykksstråle, vibrasjon eller støy i bolig eller boligområde under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste;"Uly m/trykk/vibr/støy;bolig;Idrett v/utd/vernepl";;X;;
W4s0p;Ulykke med høytrykksstråle, vibrasjon eller støy i bolig eller boligområde under annen idrett, sport eller mosjon;"Uly m/trykk/vibr/støy;bolig;Annen idrett";;X;;
W4s0r;Ulykke med høytrykksstråle, vibrasjon eller støy i bolig eller boligområde under annen aktivitet;"Uly m/trykk/vibr/støy;bolig;Annen aktivitet";;X;;
W4s0y;Ulykke med høytrykksstråle, vibrasjon eller støy i bolig eller boligområde under ukjent aktivitet;"Uly m/trykk/vibr/støy;bolig;Ukjent aktivitet";;X;;
W4s1a;Ulykke med høytrykksstråle, vibrasjon eller støy ved veitrafikkulykke under arbeid i industri, bergverk, olje eller gass;"Uly m/trykk/vibr/støy;veitrafikk;Industri";;X;;
W4s1b;Ulykke med høytrykksstråle, vibrasjon eller støy ved veitrafikkulykke under arbeid i bygg og anlegg;"Uly m/trykk/vibr/støy;veitrafikk;Bygg/anl";;X;;
W4s1c;Ulykke med høytrykksstråle, vibrasjon eller støy ved veitrafikkulykke i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel;"Uly m/trykk/vibr/støy;veitrafikk;Olje/gassutv";;X;;
W4s1d;Ulykke med høytrykksstråle, vibrasjon eller støy ved veitrafikkulykke i jordbruk eller skogbruk;"Uly m/trykk/vibr/støy;veitrafikk;Jord/skogbr";;X;;
W4s1e;Ulykke med høytrykksstråle, vibrasjon eller støy ved veitrafikkulykke under arbeid med fiske eller fangst;"Uly m/trykk/vibr/støy;veitrafikk;Fiske/fangst";;X;;
W4s1f;Ulykke med høytrykksstråle, vibrasjon eller støy ved veitrafikkulykke under arbeid i det militære forsvar;"Uly m/trykk/vibr/støy;veitrafikk;Forsvar";;X;;
W4s1g;Ulykke med høytrykksstråle, vibrasjon eller støy ved veitrafikkulykke under arbeid i politi eller fengselsvesen;"Uly m/trykk/vibr/støy;veitrafikk;Politi/fengsel";;X;;
W4s1h;Ulykke med høytrykksstråle, vibrasjon eller støy ved veitrafikkulykke under arbeid i annen næring;"Uly m/trykk/vibr/støy;veitrafikk;Annen næring";;X;;
W4s1i;Ulykke med høytrykksstråle, vibrasjon eller støy ved veitrafikkulykke under arbeid i ukjent eller ikke spesifisert næring;"Uly m/trykk/vibr/støy;veitrafikk;Ukj/ikke spes næring";;X;;
W4s1j;Ulykke med høytrykksstråle, vibrasjon eller støy ved veitrafikkulykke under utdanning;"Uly m/trykk/vibr/støy;veitrafikk;Utdann";;X;;
W4s1k;Ulykke med høytrykksstråle, vibrasjon eller støy ved veitrafikkulykke under verneplikt, militærtjeneste eller siviltjeneste;"Uly m/trykk/vibr/støy;veitrafikk;Verneplikt";;X;;
